text,label
而在为了查出调查团被杀案件的线索，正在遗迹现场调查中的长野县刑警一条薰面前，有一名青年突然擅自闯入。,1
最近感觉自己太痞了，决定，平静下。。。。,2
“你们一定要来台湾找我们玩！“虽然一个下午加一个晚上确实有点累，不过认识不同的人了解不同的文化尊重不同的观点都是一件让你兴奋的事。“好，我一定会再去一遍，而且是自由行哦！“,2
#搞笑文艺小青年#岛国科研人员为了解决顾客洗头发时太无聊这个问题，专门研发出一个这样的挤洗发水的东西,1
我也只有一个一生，无法慷慨赠予我不爱的人，我不愿去碰触那些我不喜欢的身体，去回应那些我毫无感觉的词句，去拥抱那些我从未为之心动过的灵魂，因为我知道如果将就，伤了自己，害了别人。,0
守得住几十万人的安宁，却守不住你委屈的眼泪，有什么用,0
喜欢中珠下雨的，天晴的，晚上的，白天的。。。都喜欢。今天似乎入冬成功了这种感觉真好(见图一二),2
气死我了，我的破钥匙🔑又打不开门了，是要彻底罢工吗，哼明天我就换掉你,0
回头看看自己所拥有的，真的还是蛮感恩的！越来越好的身体，父母20年的关爱，一群近10年的铁闺蜜…,2
祝融之后受封于郓罗地，号为妘子，其后裔子孙遂为妘氏，后省去女旁而为云氏，形成云氏，世代相传至今。,1
尼玛，练了好几个月，说改版就改版了！,0
在“超黄蜂的研制过程中，特别是在旋翼系统设计，制造和试验工作中曾得到美国西科斯基公司的帮助，主减速器由意大利菲亚特公司提供。,1
据说tvr新跑车将会基于tvrsagaris平台打造，车身将在tuscan车身外壳上修改。,1
桥梁134座：大桥12座，中桥23座，小桥99座。,1
我的最爱，小兔子包子，从小就爱哇,2
她因为爱他，默默的守护在他身旁已有十年，看着他的女朋友一批一批的离开，心渐渐麻木。终于有一天她告诉他，她要离开了，他愣住，随即立刻反应过来。“我虽不爱你，但已习惯你。所以，求你，,0
“唯一“放在现在看来就好像是个不成立的词。没有非什么不可的执念，大家都在小心翼翼试探计算代到哪个式子里能得出正数。对于绝大部份人来说，我们都不那么特别，意识到这个的时候，又只想和自己说话了。,0
2010年，与巴菲特共餐的价码飙升至263万美元，刷新纪录。,1
嗯，除了感动也说不出别的，我家姑娘本就是个羞涩的姑娘，跟我说一直都走心，所以对于浪漫这种事不太拿手。不过在一起两个半月，你变的越来越温柔，以后也牢牢的握着你的手，不离不弃，我爱你，嗯，越来越爱。挑东西的眼光就跟你挑人似得，我很喜欢。,2
谁啊？这么欠，我带不带耳机跟你有毛关系？干嘛特意跑我妈那告诉他我走路戴耳机？带你们家耳机了？走你们家路了？碍着你事了？,0
在事业方面，玩家可以直接掌控模拟市民的工作，并决定让他们如何度过时日。,1
这申通快递也太完蛋了吧，比你后发的快件都到了，你还在那卡这不动下回千万不要发申通了,0
更幸福的是，他就躺在我身边，睁眼便看见,2
他们这么多年信仰的教义就是去搞破坏杀人么宗教真的是双刃剑,0
昨晚睡得好好啊！十点半就睡了…我现在要起床洗头，然后上班去啦！,2
#关于军人的异地恋#我只愿你爱我，我爱你就足以！,2
省委副书记，省长，福建师范大学第一届董事会主席苏树林出席会议并讲话。,1
对于耿静同是女人同情加可怜不知悔恨愿你在里面一辈子对于李春我想弄死他平生第一次想至于死地虽然还没抓到抓到我一定会去看他,0
偷我伞的人，我诅咒你！我要用全世界最恶毒的语言诅咒你！诅咒你全家！诅咒你18代祖宗！不得好死！出门被车马上撞死！死全家！全家全都被枪毙！五马分尸！死无全尸！去死！！！！,0
《直播》11。17morning！周二啦！,2
说来说去，如果我把你的工资减半你肯定怒火万丈，但即便给你工资加倍，你也不会一下变得更称职，更出业绩。不用金钱激励用什么呢？挖掘员工的内在动力！每个员工内心都有一种把工作做好的欲望。能激发内在动力的因素有：让员工对自己的工作有发言权，管理层要尊重员工，最重要的是还要有一份好工作。,1
学校的一卡通好讨厌啊！！！！！又不完善还老是坏！！！坏了里面的钱又不给人家！！！哪来那么多钱给你坏坏坏啊！！！！！烦死了啊啊啊！！！！啊啊啊啊！！！！！,0
北京寻狗！青年汇佳宜门口跑丢的狗狗，被一个胖子抱走了！主人很着急！谁看到请联系15810966800多谢大家！,0
某个拆家果然是真神经病啊，垃圾场玩精分还不够，微博都一样精分出98个小号，这是怎样一种神经病啊，吓人,0
1999年12月，3×100吨平炉停产。,1
《产后预防下垂的：乳房按摩手法》哺乳的妈妈有没有担心过：喂完奶了乳房下垂或者变小？如果有这样的担心，那就要更加爱护自己的mimi，适当的给予按摩护理。,1
2006年在全国大学生英语竞赛中，获山东省特等奖一名，一等奖5名。,1
但是高丽茶碗的种类非常繁多，有些甚至根本不是碗，而被日本人拿来当成了碗。,1
失败过很多次，但只要成功一次就够了。,2
有得必有失，有失必有得。果然是真的，虽说并没有失去多少，但我却得到了比失去多得多的人和事,2
失眠的最大的原因可能就是今天见到了几年没见过得最可怕的虫子毛毛虫真是要吓死了huo真是没想到打个词还出来个小图片毛毛虫|张家口·怀。。。,0
余老师一次次家访，和他父母一起找原因，求对策，不时地对他进行心理辅导，并时时关注着他的言行。,1
1999年8月教会征得了土地十余亩，拟建配备2200个座位的教堂及老人公寓，主日托儿班，义工培训中心，生活，接待，办公用房等多功能的综合大楼。,1
卧槽哪个王八蛋半夜把狗扔到遮雨板上，狗狗下也下不来，现在还下的雨,0
今天加班又回来迟了，丫头问我怎么回来晚了，我说加班，她竟然说：又加班，你把自己逼那么紧干嘛啊！丫头片子，才十岁就敢教训我！,2
这天还有大蚊子存在来这里都会打蚊子了,0
20151124，白天几乎没动，晚饭之后一口气完成一万步~还有一天，明天继续。,1
佩兰这个🐕是谁找来的？还不换人？靠！这场比赛过后佩兰不下课我直播吃翔,0
“如果你不知道下一步往哪走，那就把手边的事情做好。所有你现在所承受的，都是过去你起心动念所造；所有你将来所拥有的，都是你当下举手投足所生。不要在忧虑不安中荒废了当下，因为一切担忧除了自我折磨没有丝毫意义；不要在犹豫不决中错失了此刻，因为这是你唯一可以把握的改变一切的时机。“分享,1
只有踏出第一步，才知道自己行不行。,1
一大早看到八卦cj向李亚玲道歉的微博，再摸到李亚玲微博看到她小人得志的嘴脸，我整个人都不好了，恶心极了！有这样的法院判决，以后岂不是会不断涌现这种“优秀编剧“？反正法院也只会认为雷同，不构成抄袭,0
甘谷刺绣讲究画绣结合与针法，绣线的运用，并注意绣缎画稿的选择。,1
政府宣传和意识的提高，绿色环保，健康低碳的大众理念下，功能型腻子粉才会适应这样的消费市场。,1
我的媳妇小妖精穿起我的衣服还是挺帅的嘛,2
从幼儿园被我欺负到小学结果初中他还在我前面坐着，初中结束后，我以为有生之年不会再见了！结果五六年以后又见到了！他记得我以前发誓决不找胖子男友，结果看到我们俩照片的时候还是特别的祝福，说他对我好就可以！他还记得我以前喜欢做梦喜欢写小说,2
谢谢你们没有嫌弃完全没做攻略的我，没有嫌弃爱拍照的我，没有嫌弃傻懒的我，谢谢你们的陪伴！,2
《8个实用中药泡脚方》用热水泡泡脚，既解乏，又利于睡眠。在水中加点中药，还可以达到养生保健的功效。,1
每次这样都会想起，以为昏了就会忘了，却还是忘不掉，越来越清醒。我想问：你凭什么？你何德何能占据我的思想。靠。,0
2师资力量目前学校拥有教职工130人，其中专任教师118人。,1
遥感技术主要特点1，可获取大范围数据资料。,1
8月15日，日本宣布无条件投降。,1
看一次笑一次~~碉堡了！我想知道评委最终怎么打分的。。,2
反思这一年的工作，感觉自己把自己给丢了。无论做什么工作，无论喜欢与否，哪怕有着换工作的念头，至少在当前都应该努力做到自己的极致。活在当下，不仅仅是享乐在当下，努力也应该在当下。,2
马得，一群神经病，脑袋里全是米田共！,0
看着自己以前写的东西，哈哈哈，好孩子气啊,2
简直就是那只懒汤姆，昨晚出去鬼混了一通宵，今早晨回来就睡，屋里进老鼠了，啥都不管，扔哪里睡哪里，不睁眼那,0
#下雪了#咋样才能学会不露痕迹面对每一个人，包括敌人。,1
看到这张试卷，我是醉了为什么不会呢？最基本的计算步骤，居然不会还说老师讲解了，才知道。重要的是他还没完全弄明白。还是我再出类型题他才明白的。上课看课外书，走神，说话的结果连最基本的都不懂希望你能反省,0
是活见鬼了么我在家wifi的情况下关了移动数据的情况下我还走了近40m的流量。。。该如何解释这件事儿？哪怕是借口也行我都没想到个理由。。。,0
芜湖都市风连锁商务酒店地处南瑞湖畔，邻近奥林匹克公园，环境舒适，交通便利。,1
二是演艺中心的凹凸板块布局，呈对话呼应，表现了“阴阳和谐，生生不息。,1
谁他妈的说数羊能让自己睡着的！,0
😊好了我23了😊就算老了一岁也要开心的过啊😭生日愿望就希望这一年干什么都顺利好啦,2
哦呵呵你妈真搞笑了答案传到你那就断了呵呵不谈恋爱就暧昧你妈逼真骚哦呵呵我就靠了拿我们的秘密换你的友情你牛逼哥哥姐姐男神舅舅大爷一大推你他妈带着全家来上学的啊你妈逼嘴真欠拉拢人心你牛逼草泥马,0
我这莫名的哪来的火呢，舌头又坏了，牙龈肿了，脸上长痘痘,0
today👇跑了六圈开始加到每天至少六圈啦今天跑完第五圈的时候超想停下明天才开始跑第六圈但是一想明天可以做的事情为什么今天不做呢？keeprunning💪,2
勿忘初心，请坚持你所喜爱的一切。,2
-完全自定义消费分类，你可以增加修改删除分类信息。,1
他知道现任乡长邵振河是田野在部队时候的班长，他想利用田野和邵乡长的关系阻拦调查组进驻凤凰岭。,1
#四四一随#最深入人心的音乐是火热的最打动人心的文字是安静的,2
这个三狮标记是kingrichard一世–狮王从1195年开始在他的皇室旗帜上使用。,1
有些人，才遇见了那么一下子：就好像认识了很久似的。什么事都想和他说。somepeople，imetsosuddenly，asiftoknowalongtimelike，whatdowantandhesaid。,1
是石嘴山市开发较早，基础设施较完善，也是目前宁夏最大的生态旅游景区。,1
爱是相遇不是寻找。把最好的自己留给对的人。,2
小摩托畅游一天~皇室的行宫花园，山上的寺庙，俯瞰下的清迈，清迈大学,2
心情很糟糕，希望有人能支持我，贴心的鼓励我，可惜没有，永远都要孤身面对所有的一切，来回的奔波，好累啊,0
衣服怎么样？就是有钱任性！么么哒,2
每每观赏与青春相关的电影，总会联想到曾经的青葱岁月，刹那间，人魂仿佛穿越至朴素的旧日时光，没有光怪陆离的浮华，没有利益得失的算计，纯真勾芡了单纯的生活……，而随着“剧终“字幕的打出，人，再次从青春的梦中醒来，透过泪花看着周遭，不禁萌生恍入隔世的感觉，于是乎感慨：我他妈终于混老啦！,1
该村小学生就读到松村完小，中学生就读到陶村中学。,1
当你变优秀时，你想要的都会来找你,2
2。表示主语具备的性格，能力，特征和状态。,1
今天学到的最有用的一句话就是别哔哔！有事办事，没事滚蛋，拜托你们都别在我这哔哔了好吗？,0
凌晨零点楼上毫无公德的婊子和傻子举起重物往地板一砸，砰一声巨响，附近睡着的都被震醒，还好房子没塌。整晚楼上的婊子和傻子间歇地用重物砸地，来回拖拉重物，目的明显是为了骚扰别人休息。楼上的噪音很吵，楼上的婊子和傻子很让人厌烦。,0
明明可以靠颜值，而我却只能靠实力,2
armstrong光阱以月球表面的月坑为灵感设计：外形呈球体状。内部采用led白光节能灯；上面有很多覆盖着软木塞的凹穴；取下木塞。灯泡就会发光。把木塞放回原处则灯光就会熄灭；光的强度可以通过打开的“月坑“数量来逐步调节。,1
(3)长度小于20米的船舶，可用与船舶尺度相称的较小尺度的号型，号型间距亦可相应减少。,1
全诗纯然写景，既有描写的细致，又有远近，动静的生动对比，读来饶有趣味。,1
我是一个挺自卑的人唯一支持我的就是他们他们的所有就是我的全部,2
2000年，海王获批“国家高技术研究发展计划成果产业化基地。,1
劳资用灵魂和肉体在博你开心。。这就是真爱粉,2
中山路上，罗马式钟楼，大上海理发店，原为施琅后花园所在地的基督教堂，花桥慈济宫，秀才读书的泮宫，同样散发着古城特有的魅力。,1
《曾国藩对联·8》战战兢兢，即生时不忘地狱；坦坦荡荡，虽逆境亦畅天怀。,2
在冬天防中暑，对于一个东北妹子而言，内心是崩溃的,0
一个大雷，吓得我跳起来，好吓人啊！然后又冷静下来：男朋友今天根本不在，有什么好装的。于是非常冷静地躺下了。,2
可见，科学问题就是可以被实证的，在观察与实验后进行描述和解释的过程中，通过对科学背景知识的分析而产生的问题。,1
这番注释的确比较符合《道德经》本义，而且又呼应了《道德经》第三十三章的经文：“不失其所者久，死而不亡者寿。,1
改照片改了一遍又一遍，被自己蠢炸了，你一次性把排版想好再改不行啊。,0
就是我想明白的地方，表达的太准确了。终于现在快乐很多,2
中国互优网成立于2008年元月，直属互优网(北京)国际文化有限公司中国互优网致力服务于文化发展事业：涵盖出版，发行，文化传播等领域。,1
好久没一早起来跑步了，跑完步回来喝水，好舒服,2
继续爱你❤️❤️❤️还是我的好宝宝,2
点了一杯枸杞大枣，老板给我端上来一杯这个，看到这个大枣，我瞬间只想说，老板，你过来，我保证不打你,0
第一次买美瞳，有点不敢带出门啊。。。我丑不算啥，就怕吓到宝宝们,0
那些年我们追过的偶像剧是否全部中招哈哈最近我的少女时代看了让人春心荡漾~,2
今天痛哭了一场，一把鼻涕一把泪的。还没有原因，莫名其妙,0
刚刷了条微博妹子说等了7个月终于等到汇款通知，没有被遗忘。我边羡慕着边掐指一算，哎呀和我一样是4月，退出微博后心灵感应般的登进邮箱一看，那一栏邮箱号和主题！！！终于等到你,2
爱死学校的爱心送早餐啦……今天的是奶黄包和豆浆哈哈传说外国语学院的宝宝起的是最早的因为我们有早读,2
大半夜我初中时候的高冷同桌千里传音，现场直播《南山南》，真温暖！我的世界真心是充满啦爱呀！,2
居然从轻处罚，这是什么世道，实在不知道该说些什么,0
生日快乐我滴爱，陪伴我无数个日与夜的你，爱你呦,2
如果同一楼面一批客人10间房，同时立即打扫不可行，而客人也并非到了要立即打扫的着急程度。,1
距县城96公里，东连广东省廉江市青平，石颈，长山等镇，南接北海市山口镇。,1
バリンタン——日语+罗马音+汉译。信酱好可爱啊好可爱啊好可爱啊以及，仓你说的注目丸的地方在哪里,2
11……有些时候我们期待着有人来搞一点小事端！从而获得想要的经验……,1
及长，举明经，精通《三礼》，《史记》，擅长词藻。,1
4，插上电源，打开定时器开关。,1
发表报告以及马上的考试周各种要搞通宵的日子里我还是得坚持把更新都看了😔,1
wuli宝宝真是太可爱了，离开外婆家到自己家里就开始打扫了，从小耳濡目染。赞，么么哒，和老公吃完火锅，大半夜在厨房蒸蟹吃也是别有一番风味。现在开始要慢慢习惯一家三口的日子了。真想我妈妈呀,2
大二是我最低谷，最他妈傻的时候，那时候就是因为怕孤单，交了那么多酒肉朋友辛亏我亲爱的哥哥和蕊宝把我拉回来了，不然堕落死我的温柔永远只给少数人，现在心变得坚硬了，也坚定了，不怕孤单，因为学会了和自己相处。我一定要还哥哥一个骄傲的好妹妹，优秀的妹妹想念我浓眉大眼的哥哥,2
看到小家伙一天一个样……心情美哒哒,2
一来办公室就看到这个，这么贴心真的好吗？,2
每天早早起来化妆好累哦，让我多睡吧,0
性格太像碰撞的只有惊吓惊慌失措的样子还是你慢慢习惯两颗心的心跳会有进步的晚安,2
谢谢在生日帮我达成心愿的u(不用怀疑，一直都是我最大的依赖)祝自己生日快乐。,2
如果不积极的自我管理，最终你会失去他们,1
一夜醒来窗外漫天飞舞的雪花和地上厚厚的积雪，还有手机里你突如其来的问候，对我来说都是最好的礼物。,2
在汉魏时常常被用来作燕支的材料。,1
本条例所称商事登记机关，是指各级工商行政管理部门。,1
亿特耐特全名：亿特耐特网络服务有限公司。,1
我的眉毛好搞笑，哈哈😄。高中的时候，一起的好朋友，总是拿眉毛来说事。在驾校，朋友说你的眉毛让人感觉你不好好看别人。自己看了看，觉的还真是。,2
美好的一天从早餐开始(kerr：妈妈这怎么像兔粮呢？？？),2
受国家旅游局的委托，到目前为止，共举办了全国29期饭店总经理岗位培训班。,1
八月炸(木通子，羊开口，腊瓜)秋季果实成熟时采摘，晒干，生用。,1
那些平静的人，心中必定有自己的山水。,2
绿绮暗笼双翡翠，锦衾空卧两鸳鸯。,1
5m那些我们一直好奇，而又有一些惴惴不安的未来，深圳婚纱摄影工作室有时候在我心里，隐隐约约的感觉到，广州婚纱摄影工作室它们是明亮的。《做鬼脸》修国奇裕娅洁丁,1
它提供了一个精确的数字24位的压力和温度值以及不同的运作模式，用户得以优化转换速度和电流消耗。,1
我只是习惯了在别人开口之前把别人推远距离拉远👻👻👻,0
我老公在洗澡，拿着音响进去了，然后我在客厅里面听见放苏打绿的故事，心想还真不错知道听苏打绿的，然后没一会又放了一首想唱就唱，还是tfboys唱的，没想到我老公心态这么嫩，我都惊讶了,2
以后这样的事真的不要来找我了😱0经验者还得安慰安慰前辈们，最不会做的事就是安慰了,0
从现有资料表明，它的分布范围在世界上极为有限，在中国主要分布在东昆仑山一带。,1
一个以前很喜欢的博主2015年没有更新过微博，停更之前说身体不好住院了，我好担心她是不是屎了,0
上班坐公交。。。也不知道谁这么暖心把暖贴贴在公交车把手上课,2
异地第50天，虽然过了12点，刚刚打了电话给他，他睡觉了，好喜欢听他睡着时说话的声音！超好听！,2
20岁有你们很好哟……我的愿望是找个好工作👏🎂,2
5，透氧性(dk值)：是指镜片通透氧气的能力，不同镜片的透氧性差异较大，与材料和镜片厚度有关。,1
征服畏惧建立自信的最快最确实的方法，就是去做你害怕的事，直到你获得成功的经验。 别把心态押注在每一笔交易上，投资是件长远的项目#超越财团##液化天然气理财#从事现货等大宗商品各类投资指导，投资类业务咨询，技术指导。投资交流群qq：439107497(验证码xx)分析师萧易qq：3095664484,1
正是他对传统的借鉴，对油画的创新，才使得他在探索中走出一条属于自己的艺术之路。,2
晚上主要跑了两个游戏，辐射4(我居然开的极高，默认的，==)和gta5，据说不到钻石城，前面的帧数不具有参考价值，由于我才到庇护山丘，忙着造床了，以后再看看情况吧；然后gta5吧，我认为新驱动一定是专门针对游戏做了优化，msaa开启的情况不会再有图裂了，不过还是非常影响帧数,1
靠气死我了最恨噼腿的男的了气死我了,0
在基本候车厅设有站区职工食堂，为旅客提供质优价廉的餐饮服务；,1
太让人反感了！对于我这种寝室宅，简直是过不下去的节奏！不开心,0
既然那么在行，该管的时候怎么不管呢？我一说就都说话,0
到2007年时，英特尔的员工总数为9。2万名，比2006年第二季度减少了1。05万名。,1
起床，头痛好了，虽然下雨可感觉阳光明媚,2
等？？碰到一神经病，吓死宝宝了，你乐你大爷啊，你看你大爷啊，神经病,0
kat-tun散了你妹阿人家活动的好好的，散nmb散不知道就别乱bb，md,0
旅行✈️快结束时的小插曲---桡骨小头半错位的崔乔乔独臂也要玩玩具啊,2
不是特别合脚不不不是我脚太肥了不太合鞋走几步会痛看起来显得脚也臃肿特别丑可是这是我第一次买高跟鞋我舍不得退掉或者送人我觉得将就着也挺好说不定有一天磨合着就合适了实在不行在我将就的过程有一天突然就坏了或者我突然更喜欢另外一双了自然而然把它换掉我是真的很久没这么喜欢一双鞋了,0
这跟尿失禁似的雨要下到什么时候是个头,0
增量资本经营实质上是企业的投资行为，因此，增量资本经营是对企业的投资活动进行筹划和管理。,1
只要闲下来就会想起您，想着眼睛模煳了,0
早安哥哥今天广州尝试第四次入冬今天温度在16到26之间貌似大后天回归27度以上好了我要起床了。么么哒,2
7，采用四线法测量，对0。7Ω以下接地电阻，也能准确测量。,1
本人胖妞一名，和男友是异地恋。话说学校组织体检，验血，血压，胸透。验过血的都知道，在手臂内侧抽点血验。事后第二天的时候抽过血的地方有点青。我想让男友心疼下，就拍了张照片，发了过去。这货问我…大腿怎么了！腿怎么了！怎么了！么了！了！受刺激了…,0
培育用途牧羊犬 幼年蒙骜，熟睡的样子中文名蒙古獒俗名别名蒙古犬英文名原产地中国内蒙古，蒙古繁殖方式胎生。,1
先生跟爸爸外出几天办事，要有几天不回家！突然一下空落落的，好不习惯！今天又休息，不出门就没饭吃了,0
拍了半小时只留了三张。为什么？？！！！回答我美晶晶！！！！！,0
本细则解释权属国际摄影爱好者协会。,1
已经受不了了现在要去训练也是够够的了,0
今天忙到太晚，幸福的日子po幸福的图片,2
两者的主要外部差别在机身，f-106a拥有更加新潮的外形和蜂腰设计(也称为“可乐瓶“设计)。,1
我喜欢你，所以你也要喜欢我。呵呵呵，请问谁给你的自信,0
刷康熙看到janet在南极婚礼上说的一句誓言：在菜单上点最怪的食物和你一起分享。,1
施肥后和土壤封冻前及天气干旱时都要浇水。,1
(三)完善乡镇12315消费者申诉举报站建设(第三阶段：10月25日至30日)1，新建乡镇12315消费者申诉举报站。,1
总有人喜欢捡别人的东西，这世界真心是啥人都有啊！看着让人想吐,0
玛雅文明的早期阶段围绕祭祀中心形成居民点，古典期形成城邦式国家，各城邦均有自己的王朝。,1
我就是那种掉了东西不见了东西会难过好久的人,1
早晨除了小米粥玉米面粥就是热牛奶燕麦片偶尔吃三明治中午除了西红柿鸡蛋打卤面就是米饭西蓝花卷心菜炒饼晚上大概又是小米粥大米粥玉米粥下午我会偶尔给姥姥熬水果汤木有肉这就是23岁滴我与83岁姥姥的日常耐心的珍惜的跟我的大宝贝姥姥度过幸福的每一天,2
到最后，你爱的人终究会败给对你好的人。。。。。。。,1
半晌的找寻，半晌的心神不宁，坐立不安终于石头落地，无意识的习惯由心底而生的挂念无处可逃，无法抗拒！！,0
今天和老师交流，他说我是个害羞的人。我在想，这点是不是有点不好，然后我为什么会害羞，然后在想该如何看待才能有所改变或不变。,1
退出了几个吧，回归“正常“生活，平淡才是生活的主旋律,1
1公司位置？？公司logo？？单开纱窗主要产品：i，隐形纱窗，纱门。,1
：彼此互相推委，皆弃之不收，反遗之以与金人用。,1
那个在nico上翻来覆去没完没了投稿黑细谷的真是够了，被删了还投删了还投，最关键的是你为什么要带不相关的人的tag？？？,0
当成年在即，才觉得自己突然间就这么大了，比如突然间想学起粤语，想把自己的工作做好，对画画感起兴趣，开始向往未来的生活，不在去怀念以前，开始想尝试一切想尝试却没能尝试的事情，开始好好爱自己的脸了，也开始慢慢看淡许多人和事，我开始变了，不，是开始老了,2
我投温和善良人品好的num锅几票，一半血统属于中国，这种根本没意思，我dk都不在永远是偶们滴男神，第9页比较顺眼的有完美帅哥陆毅(偶麻麻喜欢，感觉各方面都好)，基仔，张东健，小乔，超哥更喜欢他家俪俪正在等她的剧播出竟然教主也在此页不科学柳导排到后面了他家不屑这个,1
十二岁开始撂地卖艺，到过天津，石家庄，唐山，秦皇岛，山海关等地。,1
每次上陶博的课就跟小哪咤转世似的，脚下按了风火轮，根本停不下来。。。要是会瞬移就好了。。。,1
我简直无语了……五分钟用了二十兆的流量，中国移动你坑爹呢！,0
国际营销(internationalmarketing)是指企业超越该国国境进行的市场经营活动。,1
感谢我亲爱的室友悦悦请我吃烤鱼和酸奶冰淇淋,2
1979年打入欧洲足联杯四强，在半决赛不敌南斯拉夫的贝尔格莱德星队。,1
主演过《烈火金刚》，《一双绣花鞋》，《我心飞翔》，《血色浪漫》等作品。,1
群鸥栖息沙草之间，可见天时向晚，飞鸟归巢，所以万顷江田之上只有一鹭飞翔。,1
为什么就是不能让有些人跌跟头，老是让他们一帆风顺呢？求主保佑，最后时刻，奇迹诞生吧！,0
《港囧》和《夏洛特烦恼》都告诉我们：你喜欢的未必适合你，在你身边的永远才是最好的。,2
智能阅卷答题完毕后，软件自动批阅并显示得分，用红色标记答错试题，并显示答题的正确率。,1
梦中的男朋友生日快乐👄让我们好好的住在一起吧,0
好好实用的攻略啊，就等着去黑五海淘了啊，攻略很贴心，不错啊,2
5月23日为期两天的“市青年骨干教师数学教研活动在该校举行。,1
崇祯十七年(1644年)三月六日，李自成陷宣府，总兵王承允和杜勋出城三十里迎接，巡抚朱之冯大骂：“尔上所倚信，特遣尔，以封疆属尔。,1
我不关心他们要什么，我只关心他们何时能从地球上消失！！！！,0
350z(1张)2002年–350z：350z在北美重新上市，在美国大受欢迎，销量比日本高17倍。,1
我不开心的是音乐生还有那个高三的三八,0
随着政府公布下穿广州火车东站的林和中路行车隧道及行人隧道将于2009年底开通，过道乘客有望不经地铁付费通道横穿广州火车东站大楼。,1
肇庆市第二技工学校本数据来源于百度地图，最终结果以百度地图数据为准。,1
杭州这阵大风把我冷成！对，来秀个小恩爱~要是围巾是女朋友自己织的就好嘞and对这样的装扮真的完全无法抗拒，明明是最简单的搭配怎么会穿的那么那么帅！,2
缘生花开叶茂，缘灭花凋叶落。待一季轮回，花再绽，叶新生。冰释前缘，此生缘伴君足矣。,2
在伺服联轴器中，波纹管联轴器是刚性最好的，在适应高精度和高重复性应用中是最理想的联轴器。,1
明明就进了！！！进了门限，但没被裁判组看到。。。这什么解释。。。,0
分享图片/这这……哇靠，在四川博物院，哥看见了拿“阴沉木“做的路灯柱，好过好多好多……太奢华啦！,2
愿他们都找到自己的爸爸妈妈，享受本就该属于他们的父爱母爱,2
我真的好想你，窗外天空下起了雨……,0
用纸书写着自己的故事，在舞台上演绎着人生四季，四季如春也如雨，四季如歌也如风。每个人都有自己的人生，都怀揣着对未来的憧憬与向往。,2
那些爱造谣的长舌妇们，我结婚生娃你怎么知道的，我都不知道,0
阴雨天只适合钻在暖暖的被窝里睡觉💤💤可是还得苦逼的复习,0
纠结了一整天一咬牙一跺脚最后买了m。强有力的督促减肥,2
等了一个星期你就让我看这个？一个虚伪的和尚，哼╭(╯^╰)╮,0
28号降落地球我胡汉三回来啦！哈哈哈约饭的可以开始走起了,2
眼泪只会让自己更软弱，忘记过去，开始新的未来。,2
因此，商标是带有持久性与固定性的。,1
高峰认定amy是梁吟，追出庙外，韩诺立即上前捉拿高峰，白先生手持法器击退韩诺。,1
(七)组织起草综合性的招标投标政策，规章，负责对招投标活动进行综合监督管理，指导和协调。,1
8个门框，一个错失的点球，一个裁判眼瞎漏掉的进球唉~这就是命啊！恭喜国足再次提前告别世界杯！图二那个鬼舔着脸笑毛啊！跟佩兰一起滚粗,0
趁着年轻，多读书~今晚比昨晚早睡了一个小时，棒棒哒，晚安,2
如果前任跟你借钱，那么他怀里一定是搂着女人。哈哈哈…腾腾你笑死我了！这个总结太棒了！一晚上输了三千我也贼！继续麻将吧…,2
1080，买张最爱的男人中国巡演第一站前排的票，以抚慰我雅思成绩被取消的伤痛,2
现实总是一次又一次给我们带来挑战。我们面对现实，才能得以生存。,1
想到天坛公园看银杏想了两年了。。。今天就只能这么默默的路过了。。看来今年又没戏了。。,0
四年来，第一次突破80，也算是成功一半了。,2
十一点开始售票，为什么现在放这么少的票呢,0
好冷啊，今天提前入职，话说在两天就格拉上西装了,2
回家放在台上的感觉真好👨👩👧👧,2
小骨虽然不爱说话，但是多给点镜头会死啊，还整天拿小骨宣传博眼球,0
我也是受够了！难道现在说我住的草屋嘛！有水就漏雨,0
在看《oh我的维纳斯》：为了苏志燮的肉和眼神，也要坚持不弃剧！大叔萌萌哒！这部剧的颜也是棒棒哒,2
过去45年，美元指数站上100全球发生了4次大的危机(包括08年)。23号美元指数上冲100，24号土耳其(北约盟国)冷战后首次击落俄罗斯战机，双方剑拔弩张，全球市场动荡。谁也不怀疑美联储12月加息，全球经济除了美国都在挣扎，上个月有个炒原油的网友问原油走向，我说美元走强，以美元定价的大宗商品将走弱,1
孟尝君姓田名文，田婴之子，战国时期四君子之一。,1
建设工程和项目通过省级检查验收，工程合格率100%。,1
讨厌的下雨天！nnd老娘等会有空要网购长筒雨鞋,0
我脾气性格都不好到连我自己都会嫌弃谢谢我这样你都会一直爱我,2
我真的要被ichart逼疯了给个ak不行么那三个二位的榜滚粗,0
昨天沮丧了半日，觉得省吃俭用的还是没省出什么钱来，于是一狠心把心里的欲望清单清掉了一部分，现在发现下个月真的是要去吃土了,0
现在连唱歌都跟五音不全似的难听死了还能在糟糕点不,0
为什么又是擦肩而过。。我爆哭。。本以为我难得来次韩国，三只居然也来了，却是我离开的那天来，一来还是一周！本以为能在机场来次偶遇。他们偏偏去的金浦机场不是仁川。。请让我狗带！！,0
为了感谢这些天来谷兰和曹正军对自己的照顾，晓打算自己下厨宴请曹正军和谷兰。,1
